Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,22,BOS,NBA,PF,32,3,6.5,0.6,1.6,.392,0.3,1.1,.314,0.3,0.5,.563,.500,0.4,0.6,.632,0.5,1.0,1.5,0.5,0.1,0.1,0.4,0.7,2.0
