Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,23,BOS,NBA,SG,10,0,6.1,0.8,1.4,.571,0.1,0.4,.250,0.7,1.0,.700,.607,0.3,0.9,.333,0.2,0.5,0.7,0.4,0.2,0.1,0.3,0.2,2.0
